"Sheet Type","Opus ID","Client Name",Status,"Billing Modality KPI","Service Type Billing","License Billing","BTRC Letter","Security Coverage","Payment Plan","Other Upstream","S&M KAM","Team Name","Collection KAM","Collection Supervisor","NTTN Billing KAM","IIG/ITC Billing KAM","NTTN Billing Commencement Date","IIG/ITC Billing Commencement Date","Agreement Status","BTRC License Discontinuation Date",Legal,"Service Discontinuation Date"
Live,112103253,"Delta Software and Communication Limited",Active,Post-paid,"NTTN, IIG",Nationwide,,1,,Yes,"Ryhanul Islam Khan","Team Ryhan",Azim,"CS Azim",Tanim,Aftab,2014-11-20,2024-12-26,Done,2018-09-09,No,
Live,012104666,"Desh Communications",Active,Pre-paid,"NTTN, IIG",District,,1,,Yes,"Md Mohsin Sujon","Team Sujon",Ehsanul,"CS Mithun",Waly,Monira,2024-11-24,2024-07-01,0,2027-05-23,No,
Live,012304680,"Desh Net Broadband",Active,Post-paid,"NTTN, IIG",Divisional,,1,,Yes,"Md. Shahinur Islam Saju","Team Mosabbir",Shohag,"CS Mithun",Waly,Monira,2021-06-24,2021-06-24,Done,2028-03-14,No,
Live,012207114,"Dewan Dot Net",Active,Pre-paid,IIG,"Thana - ISP",,1,,Yes,"Tabassom Tamanna Haque","Team Abid",Azim,"CS Azim",N/A,Monira,,2024-10-17,Done,2024-03-17,No,
Live,012418201,"Dewan Enterprise",Active,Pre-paid,"NTTN, IIG",District,,1,,Yes,"Md. Shahinur Islam Saju","Team Mosabbir",Ehsanul,"CS Mithun",Ejaz,Monira,2024-04-21,2024-04-20,Done,2027-04-26,No,
Live,012107015,"Dhaka Fiber Link Ltd.",Active,Pre-paid,"NTTN, IIG",Divisional,Both,1,,Yes,"Md Mohsin Sujon","Team Sujon",Anik,"CS Tarikul",Ejaz,Aftab,2014-05-28,2024-11-28,Done,2023-07-20,No,
Live,012203172,"Dhaka Fiber Net Limited",Active,Post-paid,"NTTN, IIG",Nationwide,1st,1,,Yes,"Md.Israfil Khan","Team Israfil",Sarwar,"CS Azim",Ejaz,Aftab,2014-10-01,2014-09-20,Done,2023-09-12,No,
Live,012418206,"Dhaka Link Communication",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,0.86436072086022298,,No,"Md Mohsin Sujon","Team Sujon",Hasnat,"CS Azim",Waly,Monira,2024-05-01,2024-05-01,Done,2024-03-20,No,
Live,022103096,"Digi Jadoo Broadband Ltd.",Active,Post-paid,NTTN,Nationwide,,1,,Yes,"Abu Talha Shawon","Team Talha",Shehave,"CS Shehave",Jubayar,Aftab,,2021-04-28,Done,2026-06-15,No,
Live,012206996,"Digi Net",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Umaya Afrin Priya","Team Mitul",Hasnat,"CS Azim",Waly,Aftab,,2025-02-21,Done,2024-09-08,No,
Live,062003254,"DigiCon Telecommunication Ltd.",Active,Post-paid,"NTTN, ITC",Nationwide,,1,,Yes,"Syed Shihab Rahman","Team Abid",Mithun,"CS Mithun",Tanim,Jubayar,2014-05-01,2015-06-04,Done,2027-04-12,No,
Live,012107125,"Digital Communication",Active,Pre-paid,IIG,"Thana - ISP",,1,,Yes,"Kawsar Ahammed Siddiki","Team Israfil",Hasnat,"CS Azim",N/A,Monira,,2024-07-01,Done,2021-11-28,No,
Live,012205861,"Digital Dot Net",Active,Pre-paid,NTTN,Divisional,,1,,Yes,"Md. Sakib Aziz","Team Sakib",Mehedi,"CS Azim",Waly,N/A,2021-12-02,,Done,2023-12-12,No,
Live,012204575,"Digital Net BD",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,Ashak-A-Mahbub,"Team Abid",Ehsanul,"CS Mithun",Ejaz,Mahbub,,2026-02-27,Done,2024-11-23,No,
Live,012207022,"Digital Think Online & Network System",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md.Israfil Khan","Team Israfil",Hasnat,"CS Azim",Waly,Monira,2024-08-16,2024-08-16,Done,2023-04-21,No,
Live,012518335,"Dinajpur Online",Active,Pre-paid,"NTTN, IIG",District,,1,,No,"Mushfek Arefin","Team Mosabbir",Asif,"CS Shehave",Ejaz,Monira,,2025-07-03,Done,2028-07-24,No,
Live,012004467,"Discovery Internet",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Jahirul Islam","Team Jahirul",Khairul,"CS Tarikul",Waly,Mahbub,2018-12-02,2018-12-01,Expired,2026-08-26,No,
Live,012204507,Dnet,Active,Pre-paid,"NTTN, IIG",District,,1,,Yes,"Md.Mominul Islam","Team Fahad",Hasan,"CS Shehave",Tanim,Monira,2024-03-31,2024-03-31,Done,2024-03-18,No,
Live,012004480,DNSBD,Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Md. Fahim Ahmed","Team Ryhan",Shareef,"CS Tarikul",Ejaz,Tawhid,2019-11-19,2021-06-01,Done,2023-11-24,No,
Live,012104754,"Doronto Information Technology (DIT)",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Md. Mahin Alam","Team Abid",Shareef,"CS Tarikul",,Mahbub,,2021-10-01,Done,2024-04-14,No,
Live,012303425,"Dot Internet",Active,Pre-paid,"NTTN, IIG",Divisional,1st,1,,Yes,"Umaya Afrin Priya","Team Mitul",Naznin,"CS Shehave",Ejaz,Mahbub,2019-01-01,2021-01-31,Done,2028-09-04,No,
Live,012312935,"Dour Net",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md. Mahin Alam","Team Abid",Asif,"CS Shehave",Ejaz,Mahbub,2023-02-02,2023-02-02,Done,2024-07-31,No,
Live,012618364,"Dream Solution Networks",Active,Pre-paid,IIG,Upazila/Thana,,0,,No,"Maksudul Karim","Team Maksudul",Sarwar,"CS Azim",N/A,Mahbub,,,,,No,
Live,012209525,"Dream Touch Online",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Umaya Afrin Priya","Team Mitul",Hasnat,"CS Azim",Nayeemur,Tawhid,2024-02-21,2023-12-15,Done,2023-05-15,No,
Live,012104847,Dream.Net,Active,Pre-paid,"NTTN, IIG",District,,1,,Yes,"Toukir Azam Chowdhury","Team Sujon",Khairul,"CS Tarikul",Nayeemur,Monira,2025-03-19,2023-12-21,Done,2026-11-30,No,
Live,012303256,"Dtech Online Limited",Active,Post-paid,"NTTN, IIG",Divisional,1st,0.56720561512933321,,Yes,"Toukir Azam Chowdhury","Team Sujon",Hasnat,"CS Azim",Tanim,Aftab,2012-01-04,2013-11-20,Done,2026-09-18,No,
Live,012104704,"Dupchanchia Online",Active,Pre-Paid,"NTTN, IIG",District,,1,,No,"S.M. Tanvir Rahman","Team Jahirul",Hasan,"CS Shehave",Tanim,Mahbub,2022-11-15,2022-11-15,Done,2026-10-11,No,
Live,012204763,"Duranta Online Limited",Active,Pre-Paid,"NTTN, IIG",District,,1,,No,"Mollick Tanzim Akhtar","Team Mosabbir",Shohag,"CS Mithun",Nayeemur,Tawhid,2021-11-01,2021-10-31,Done,2026-10-29,No,
Live,012207220,"Duranto Broadband Network",Active,Pre-Paid,IIG,Upazila/Thana,,1,,Yes,"Md. Mustafijur Rahman Shishir","Team Mitul",Asif,"CS Shehave",N/A,Monira,,2026-04-01,,,No,
Live,012207155,"Duronto Online",Active,Pre-Paid,"NTTN, IIG","Category - A",,1,,Yes,"Rubaiyat Rahman","Team Jahirul",Hasnat,"CS Azim",Ejaz,Tawhid,2024-03-11,2024-03-11,Done,2015-09-23,No,
Live,112203147,"Earth Telecommunication (Pvt) Ltd.",Active,Post-paid,"NTTN, ITC",IIG,,1,Yes,Yes,"Abul Khayer Md. Fahad","Team Fahad",Tarikul,"CS Tarikul",Jubayar,Jubayar,2013-02-01,2013-11-05,Done,2027-04-11,No,
Live,012203349,"Earth Zone Internet Service",Active,Pre-paid,NTTN,Divisional,,1,,No,"S.M. Tanvir Rahman","Team Jahirul",Khairul,"CS Tarikul",Nayeemur,N/A,,,,,No,
Live,012209591,"EDGE Speed",Active,Pre-paid,"NTTN, IIG",District,,1,,Yes,"Asif Ahamed Dipu","Team Ryhan",Mithun,"CS Mithun",Ejaz,Monira,2023-11-18,2023-11-18,Done,2027-04-20,No,
Live,012003434,"Efte Trading Corporation Limited",Active,Post-paid,"NTTN, IIG",Divisional,,1,,No,"K.M. Mazharul Islam","Team Mosabbir",Shohag,"CS Mithun",Ejaz,Monira,2018-09-18,2023-09-21,Done,2023-02-27,No,
Live,022203318,"Ekush Cable Network",Active,Post-paid,NTTN,"Cable TV",,0.99107600691167796,,No,"Md. Fazle Rabbi","Team Sujon",Shohag,"CS Mithun",Nayeemur,N/A,2011-05-01,,Done,2024-12-31,No,
Live,012317114,"Elenga Dot Net",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md.Mominul Islam","Team Fahad",Hasan,"CS Shehave",Waly,Monira,2023-12-02,2023-12-01,Done,2023-02-07,No,
Live,012003412,"Enjoy Network",Active,Post-paid,"NTTN, IIG",Divisional,,0.69662986702485608,,No,"K.M. Mazharul Islam","Team Mosabbir",Hasnat,"CS Azim",Nayeemur,Tawhid,2018-09-24,2018-09-23,Done,2023-01-17,No,
Live,012003183,"EUROTelbd Online Ltd.",Active,Post-paid,"NTTN, IIG",Divisional,1st,1,,Yes,"K.M. Mazharul Islam","Team Mosabbir",Tarikul,"CS Tarikul",Ejaz,Aftab,2016-08-01,2015-03-04,Expired,2023-05-27,No,
Live,012208231,E-Village,Active,Pre-paid,IIG,"Category - B",,1,,Yes,"Tasnim Rahman Nafis","Team Sakib",Hasnat,"CS Azim",N/A,Mahbub,,2022-04-06,Done,2023-04-11,No,
Live,012208249,"Evolution Net",Active,Pre-paid,"NTTN, IIG",District,,1,,Yes,"Tabassom Tamanna Haque","Team Abid",Ehsanul,"CS Mithun",Ejaz,Monira,2023-11-06,2023-12-03,Done,2026-10-25,No,
Live,112312977,"Exabyte Ltd",Active,Post-paid,NTTN,IIG,,1,,Yes,"Md. Sakib Aziz","Team Sakib",Mehedi,"CS Azim",Waly,N/A,2016-03-08,2024-01-04,Done,2027-04-12,No,
Live,012104522,"Exord Online",Active,Pre-paid,"NTTN, IIG",Divisional,1st,1,,Yes,"Kawsar Ahammed Siddiki","Team Israfil",Ehsanul,"CS Mithun",Ejaz,Mahbub,2019-07-07,2021-03-26,Done,2025-07-05,No,
Live,012212868,"Explore Online",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,0.97260425003145434,,Yes,"Mollick Tanzim Akhtar","Team Mosabbir",Asif,"CS Shehave",Ejaz,Mahbub,,2025-08-01,Done,2023-09-04,No,
Live,012312955,"F.T Link BD",Active,Pre-paid,NTTN,District,,1,,Yes,"Md. Mostafizur Rahman","Team Fahad",Hasan,"CS Shehave",Waly,N/A,,,Done,2027-05-17,No,
Live,012209311,"F4 Internet Solutions",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,0.98016129032258059,,Yes,"Md. Mustafijur Rahman Shishir","Team Mitul",Shareef,"CS Tarikul",Nayeemur,Monira,2024-08-07,2024-08-01,Done,2026-11-28,No,
Live,012212788,"Face Net",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Jibeshwar Purakayastha","Team Talha",Hasan,"CS Shehave",Ejaz,Mahbub,2023-01-01,2023-01-01,Done,2027-05-28,No,
Live,012003404,"Falcon Link",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,Yes,"Md. Mahin Alam","Team Abid",Naznin,"CS Shehave",Ejaz,Mahbub,2018-08-01,2023-06-05,Done,2023-01-08,No,
Live,012206972,"Fast Link BD Dot Net",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,0.83508004242206613,,Yes,"Mollick Tanzim Akhtar","Team Mosabbir",Khairul,"CS Tarikul",Nayeemur,Monira,,2026-04-01,,,No,
Live,012518361,"Fast Net",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Sadia Nowshin Farin","Team Talha",Shehave,"CS Shehave",Nayeemur,Tawhid,,2026-01-28,,,No,
Live,012104752,"Fast Net Communication",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Md. Mezbah Uddin Chy","Team Sakib",Shareef,"CS Tarikul",Nayeemur,Mahbub,,2025-10-04,,,No,
Live,012104839,"Fast Network",Active,Pre-paid,"NTTN, IIG",District,,1,,No,"Md. Mustafijur Rahman Shishir","Team Mitul",Hasnat,"CS Azim",Nayeemur,Mahbub,2022-09-01,2021-12-01,Done,2027-07-20,No,
Live,012209450,"Fast Pay Internet",Active,Pre-paid,"NTTN, IIG","Category - C",,0.92942417525222254,,No,"Md. Shahinur Islam Saju","Team Mosabbir",Naznin,"CS Shehave",Waly,Tawhid,2023-03-16,2023-03-16,Done,2023-09-19,No,
Live,012304788,"Fast Track BD.Net",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Rubaet Bin Hasan","Team Jahirul",Shareef,"CS Tarikul",Waly,Mahbub,2023-02-01,2023-02-01,Done,2027-01-18,No,
Live,012003379,"Fatema Tech Solution",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,No,"Md. Shamrat Shahriar","Team Ryhan",Hasnat,"CS Azim",Tanim,Monira,2018-08-12,2024-12-06,Done,2023-02-03,No,
Live,012104669,"Fatickchari Communication Network",Active,Pre-paid,IIG,Upazila/Thana,,1,,Yes,"Tasnim Rahman Nafis","Team Sakib",Shohag,"CS Mithun",Ejaz,Monira,,2025-02-17,Done,2024-03-02,No,
Live,012318154,"Feni Cyber Link",Active,Pre-paid,"NTTN, IIG",District,,1,,Yes,"Md.Noor Hossain","Team Israfil",Hasnat,"CS Azim",Ejaz,Monira,2024-04-15,2024-04-15,Done,2027-05-29,No,
Live,012209447,"Fiber 4",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"S.M. Tanvir Rahman","Team Jahirul",Mehedi,"CS Azim",Nayeemur,Mahbub,2022-07-17,2022-07-17,Done,2027-07-21,No,
Live,012204494,"Fiber Link",Active,Pre-paid,NTTN,Upazila/Thana,,0.79285793571507857,,Yes,"Tabassom Tamanna Haque","Team Abid",Sarwar,"CS Azim",Waly,N/A,,,Done,2023-12-17,No,
Live,012207128,"First Network",Active,Pre-paid,"NTTN, IIG","Category - C",,1,,Yes,"Md.Mominul Islam","Team Fahad",Shareef,"CS Tarikul",Waly,Tawhid,,2022-06-06,Done,2023-07-31,No,
Live,012312960,"FL Online",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md.Israfil Khan","Team Israfil",Hasan,"CS Shehave",Waly,Mahbub,2023-03-31,2023-03-31,Done,2026-12-18,No,
Live,012418193,"Flynet BD Dot Com",Active,Pre-paid,IIG/NTTN,Upazila/Thana,,1,,No,"Asif Ahamed Dipu","Team Ryhan",Khairul,"CS Tarikul",N/A,Mahbub,,,,,No,
Live,012312951,"FM Networks",Active,Pre-paid,IIG,District,,1,,Yes,"Md. Sohel Rana","Team Jahirul",Shehave,"CS Shehave",N/A,Monira,,2025-10-14,,,No,
Live,012104858,"FNB Network",Active,Pre-paid,NTTN,"Category - A",,1,,Yes,"Md.Noor Hossain","Team Israfil",Khairul,"CS Tarikul",Waly,Tawhid,2021-11-23,2021-11-17,Done,2024-09-03,No,
Live,012209638,"FNF Online",Active,Pre-paid,"NTTN, IIG",District,,1,,Yes,"Nubuiya Mahfuz Naimee","Team Fahad",Asif,"CS Shehave",Nayeemur,Mahbub,,2024-02-16,Done,2026-10-26,No,
Live,012107191,"Foxpro Technology",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Jannatul Nayem","Team Mitul",Khairul,"CS Tarikul",Waly,Mahbub,2023-03-02,2023-03-02,Done,2024-09-20,No,
Live,012304542,"FR Communication",Active,Pre-paid,"NTTN, IIG",Divisional,,1,,No,"S.M. Tanvir Rahman","Team Jahirul",Hasnat,"CS Azim",Ejaz,Mahbub,2019-09-15,2020-07-15,Done,2024-08-07,No,
Live,012209480,"Friend's Broadband Network",Active,Pre-paid,NTTN,District,,1,,Yes,"Mushfek Arefin","Team Mosabbir",Khairul,"CS Tarikul",Waly,N/A,2024-11-07,,Done,2027-06-21,No,
Live,012211716,"Friends Circle Network",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,No,"Md. Mahin Alam","Team Abid",Shareef,"CS Tarikul",Nayeemur,Mahbub,,2025-09-01,Done,2027-08-21,No,
Live,012212748,"Friends Communication Enterprise",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,No,"Md. Mostafizur Rahman","Team Fahad",Shohag,"CS Mithun",Nayeemur,Mahbub,2022-11-15,2022-11-15,Done,2027-05-31,No,
Live,012318128,"Friends Digital Fiber Network",Active,Pre-paid,NTTN,"Thana - ISP",,1,,Yes,"Syed Shihab Rahman","Team Abid",Hasnat,"CS Azim",Nayeemur,N/A,2024-03-16,,Done,2026-12-20,No,
Live,012106896,"Friends Network",Active,Pre-paid,"NTTN, IIG","Category - C",,1,,No,"SK Sanaullah","Team Ryhan",Mehedi,"CS Azim",Nayeemur,Tawhid,2021-12-01,2021-12-01,Done,2023-08-13,No,
Live,012203208,"Fusion Net Ltd.",Active,Pre+Post-paid,NTTN,Nationwide,,1,,Yes,"Toukir Azam Chowdhury","Team Sujon",Hasnat,"CS Azim",Ejaz,N/A,2011-10-28,,Done,2018-12-07,No,
Live,012204496,"Future Express",Active,Post-paid,IIG,Divisional,Both,1,,No,Ashak-A-Mahbub,"Team Abid",Ehsanul,"CS Mithun",Ejaz,Tawhid,2017-04-01,2016-05-10,Done,2024-01-06,No,
Live,012207212,"Future Net Solution",Active,Pre-paid,"NTTN, IIG",District,,1,,No,"Syed Shihab Rahman","Team Abid",Hasnat,"CS Azim",Waly,Tawhid,2024-01-16,2023-12-17,Done,2027-04-22,No,
Live,012317077,"FZ Online",Active,Pre-paid,"NTTN, IIG",District,,1,,Yes,"Md.Mominul Islam","Team Fahad",Khairul,"CS Tarikul",Nayeemur,Monira,,2026-03-15,,,No,
Live,012212849,"G Net Service",Active,Pre-paid,"NTTN, IIG",District,,1,,No,Ashak-A-Mahbub,"Team Abid",Anik,"CS Tarikul",Ejaz,Mahbub,2022-12-21,2022-12-21,Done,2026-12-11,No,
Live,012203287,"Gaibandha Online",Active,Post-paid,"NTTN, IIG",Divisional,Both,1,,No,"Md. Shahinur Islam Saju","Team Mosabbir",Shareef,"CS Tarikul",Tanim,Aftab,2017-04-01,2016-05-10,Done,2026-04-19,No,
Live,012312943,"Galaxy Cyber Cafe",Active,Pre-paid,"NTTN, IIG","Thana - ISP",,1,,Yes,"Asif Ahamed Dipu","Team Ryhan",Asif,"CS Shehave",Waly,Mahbub,2024-08-31,2023-03-07,Done,2028-04-29,No,
Live,012003417,"Galaxy Net",Active,Pre-paid,"NTTN, IIG",Divisional,1st,0.93739233123022914,,No,"Syed Shihab Rahman","Team Abid",Naznin,"CS Shehave",Tanim,Monira,,2020-09-24,Done,2023-06-24,No,
Live,012204632,"Galaxy Net-2 (Category)",Active,Pre-paid,"NTTN, IIG","Category - C",,1,,No,Ashak-A-Mahbub,"Team Abid",Anik,"CS Tarikul",Waly,Mahbub,2021-02-28,2021-03-01,Done,2024-03-17,No,
Live,012203080,"Genex Infosys Limited",Active,Post-paid,NTTN,Nationwide,,1,,No,"Mosabbir Hussain","Team Mosabbir",Mehedi,"CS Azim",Waly,N/A,2017-04-01,,Done,2023-03-10,No,
Live,012618374,"GH Network and Cyber Cafe",Active,Pre-paid,"NTTN, IIG",Upazila/Thana,,1,,Yes,"Md. Mahin Alam","Team Abid",Ehsanul,"CS Mithun",Nayeemur,Monira,,2026-04-01,,,No,
Live,012207131,"Ghatail Online",Active,Pre-paid,NTTN,Upazila/Thana,,1,,Yes,"Md.Mominul Islam","Team Fahad",Mehedi,"CS Azim",Nayeemur,N/A,,2025-03-24,,,No,
Live,012312990,"Ghuni Broadband & IT Point",Active,Pre-paid,IIG,Upazila/Thana,,1,,Yes,"Md. Fahim Ahmed","Team Ryhan",Shareef,"CS Tarikul",N/A,Monira,,2025-03-24,Done,2023-08-13,No,
Live,012106877,"GK Network",Active,Pre-paid,"NTTN, IIG","Category - A",,1,,No,"Jannatul Nayem","Team Mitul",Sarwar,"CS Azim",Waly,Mahbub,2022-12-05,2021-12-01,Done,2022-01-01,No,
Live,112303258,"Global Fair Communications Limited",Active,Pre-paid,"NTTN, ITC",IIG,,1,Yes,Yes,"Ryhanul Islam Khan","Team Ryhan",Mithun,"CS Mithun",Waly,Jubayar,2013-11-09,2023-08-11,Done,2027-04-12,No,
Live,012104642,"Global Link",Active,Pre-paid,"NTTN, IIG","Category - B",,1,,No,"Jibeshwar Purakayastha","Team Talha",Khairul,"CS Tarikul",Waly,Monira,2021-03-15,2021-03-01,Done,2023-01-30,No,
